# Archivo de demandas por barra (plpdem.dat)
# Numero de barras
241
# Nombre de la Barra
'Coronel066'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   11    078    104.48
   12    079     74.59
   12    080     95.88
   12    081     95.91
   12    082     72.97
   12    083     92.81
   12    084     93.83
   12    085     72.07
   12    086     93.59
   12    087     93.39
   12    088     71.62
   12    089     92.13
   12    090     91.91
   01    091     70.78
   01    092     94.14
   01    093     85.79
   02    094     68.52
   02    095     96.48
   02    096     87.53
   03    097     73.34
   03    098    103.88
   03    099     95.01
   04    100     66.41
   04    101     93.30
   04    102     85.63
   05    103     67.09
   05    104     91.65
   05    105     84.44
   06    106     81.39
   06    107    108.90
   06    108     98.78
   07    109     80.03
   07    110    102.59
   07    111    102.16
   08    112     80.56
   08    113    102.43
   08    114    102.46
   09    115     85.67
   09    116    108.32
   09    117    107.20
   10    118     86.38
   10    119    109.87
   10    120    108.92
   11    121     84.26
   11    122    108.30
   11    123    106.96
   12    124     75.73
   12    125     97.43
   12    126     97.68
   01    127     75.98
   01    128    101.32
   01    129     91.87
   02    130     71.52
   02    131    101.14
   02    132     91.17
   03    133     74.95
   03    134    105.44
   03    135     97.32
   04    136     71.79
   04    137    100.78
   04    138     93.39
   05    139     73.11
   05    140    100.33
   05    141     91.89
   06    142     86.62
   06    143    115.90
   06    144    105.19
   07    145     85.19
   07    146    108.92
   07    147    108.55
   08    148     86.19
   08    149    109.30
   08    150    109.47
   09    151     91.42
   09    152    115.93
   09    153    114.58
   10    154     84.15
   10    155    107.64
   10    156    106.74
   11    157     79.27
   11    158    101.95
   11    159    100.63
   12    160     78.45
   12    161    100.95
   12    162    100.80
   01    163     82.39
   01    164    108.86
   01    165    100.38
   02    166     74.59
   02    167    105.91
   02    168     94.31
   03    169     76.97
   03    170    108.46
   03    171    100.11
   04    172     78.22
   04    173    110.37
   04    174    102.61
   05    175     80.22
   05    176    110.11
   05    177    101.14
   06    178     89.94
   06    179    119.31
   06    180    109.54
   07    181     86.83
   07    182    111.17
   07    183    110.97
   08    184     88.24
   08    185    111.89
   08    186    112.07
   09    187     94.95
   09    188    118.90
   09    189    118.31
   10    190     86.24
   10    191    110.60
   10    192    109.35
   11    193     87.51
   11    194    112.48
   11    195    111.09
   12    196     81.40
   12    197    104.04
   12    198    104.54
   01    199     84.15
   01    200    112.15
   01    201    102.25
   02    202     78.06
   02    203    110.22
   02    204     98.87
   03    205     80.67
   03    206    113.96
   03    207    104.79
   04    208     81.41
   04    209    113.89
   04    210    107.36
   05    211     83.37
   05    212    114.41
   05    213    105.07
   06    214     93.71
   06    215    123.59
   06    216    114.97
   07    217     89.14
   07    218    114.76
   07    219    113.87
   08    220     91.42
   08    221    115.60
   08    222    116.21
   09    223     96.92
   09    224    122.28
   09    225    121.56
   10    226     86.69
   10    227    111.17
   10    228    109.90
   11    229     87.51
   11    230    112.48
   11    231    111.09
   12    232     84.04
   12    233    107.51
   12    234    107.76
# Nombre de la Barra
'Rancagua154'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001    105.68
   07    002     99.69
   07    003    108.42
   07    004    119.51
   07    005    123.93
   07    006    123.61
   07    007    121.69
   07    008    117.49
   07    009    121.56
   07    010    118.22
   07    011    106.75
   07    012    100.78
   07    013    109.69
   07    014    120.68
   07    015    124.90
   07    016    124.38
   07    017    122.54
   07    018    118.36
   07    019    122.45
   07    020    119.10
   07    021    103.74
   07    022     99.67
   07    023    115.92
   07    024    121.14
   07    025    119.52
   07    026    102.79
   07    027     98.80
   07    028    113.77
   07    029    119.42
   07    030    117.95
   08    031    106.61
   08    032    128.85
   08    033    127.41
   08    034    109.28
   08    035    131.48
   08    036    128.47
   08    037    112.18
   08    038    136.16
   08    039    133.44
   08    040    109.57
   08    041    132.79
   08    042    130.64
   09    043    117.90
   09    044    143.19
   09    045    139.04
   09    046    119.04
   09    047    144.30
   09    048    140.71
   09    049    119.89
   09    050    145.74
   09    051    141.39
   09    052    115.61
   09    053    139.27
   09    054    136.02
   10    055    114.61
   10    056    140.96
   10    057    139.84
   10    058    116.82
   10    059    145.88
   10    060    144.09
   10    061    113.91
   10    062    141.53
   10    063    139.85
   10    064    118.41
   10    065    145.16
   10    066    142.60
   11    067    116.56
   11    068    143.15
   11    069    140.55
   11    070    114.92
   11    071    141.50
   11    072    138.88
   11    073    116.51
   11    074    142.95
   11    075    140.32
   11    076    115.97
   11    077    141.96
   11    078    139.35
   12    079    116.68
   12    080    137.59
   12    081    134.95
   12    082    113.67
   12    083    133.36
   12    084    131.68
   12    085    114.47
   12    086    136.00
   12    087    133.70
   12    088    116.22
   12    089    136.25
   12    090    133.46
   01    091    115.66
   01    092    131.38
   01    093    122.01
   02    094     99.13
   02    095    117.19
   02    096    119.44
   03    097    105.61
   03    098    127.80
   03    099    128.40
   04    100    114.19
   04    101    130.30
   04    102    134.50
   05    103    105.39
   05    104    120.94
   05    105    125.30
   06    106    107.51
   06    107    122.01
   06    108    123.63
   07    109    109.38
   07    110    128.26
   07    111    125.39
   08    112    116.47
   08    113    141.59
   08    114    139.02
   09    115    125.66
   09    116    152.47
   09    117    148.38
   10    118    117.40
   10    119    144.12
   10    120    142.51
   11    121    119.62
   11    122    146.25
   11    123    143.62
   12    124    119.50
   12    125    141.05
   12    126    138.77
   01    127    122.32
   01    128    139.20
   01    129    128.74
   02    130    102.71
   02    131    121.97
   02    132    124.14
   03    133    108.37
   03    134    130.10
   03    135    131.30
   04    136    116.45
   04    137    133.71
   04    138    138.74
   05    139    109.68
   05    140    126.95
   05    141    131.53
   06    142    113.43
   06    143    128.90
   06    144    130.64
   07    145    115.41
   07    146    135.26
   07    147    132.13
   08    148    124.20
   08    149    150.78
   08    150    147.89
   09    151    133.26
   09    152    162.23
   09    153    157.98
   10    154    118.69
   10    155    145.48
   10    156    144.11
   11    157    116.31
   11    158    141.41
   11    159    138.89
   12    160    124.84
   12    161    146.85
   12    162    143.90
   01    163    130.56
   01    164    148.20
   01    165    137.96
   02    166    107.54
   02    167    127.95
   02    168    129.87
   03    169    112.07
   03    170    134.74
   03    171    135.98
   04    172    118.92
   04    173    137.97
   04    174    143.87
   05    175    113.95
   05    176    132.96
   05    177    138.27
   06    178    116.19
   06    179    131.45
   06    180    133.01
   07    181    117.29
   07    182    137.95
   07    183    134.94
   08    184    126.79
   08    185    153.99
   08    186    151.05
   09    187    137.06
   09    188    165.76
   09    189    161.20
   10    190    120.02
   10    191    147.23
   10    192    145.81
   11    193    125.33
   11    194    153.00
   11    195    150.27
   12    196    126.05
   12    197    148.45
   12    198    145.99
   01    199    131.17
   01    200    149.94
   01    201    138.72
   02    202    110.27
   02    203    131.59
   02    204    134.00
   03    205    114.81
   03    206    138.88
   03    207    139.75
   04    208    121.73
   04    209    141.33
   04    210    148.21
   05    211    116.42
   05    212    136.22
   05    213    141.72
   06    214    118.06
   06    215    134.18
   06    216    136.15
   07    217    121.52
   07    218    143.10
   07    219    139.84
   08    220    131.08
   08    221    158.83
   08    222    156.00
   09    223    140.37
   09    224    170.73
   09    225    166.47
   10    226    120.44
   10    227    147.81
   10    228    146.38
   11    229    125.33
   11    230    153.00
   11    231    150.27
   12    232    130.41
   12    233    153.46
   12    234    150.55
# Nombre de la Barra
'Rapel220'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001     72.59
   07    002     68.24
   07    003     77.98
   07    004     92.30
   07    005     95.93
   07    006     92.87
   07    007     87.92
   07    008     81.57
   07    009     85.32
   07    010     83.43
   07    011     71.99
   07    012     67.77
   07    013     77.50
   07    014     91.85
   07    015     95.53
   07    016     92.41
   07    017     87.53
   07    018     81.03
   07    019     84.51
   07    020     82.62
   07    021     71.06
   07    022     68.24
   07    023     87.25
   07    024     88.48
   07    025     84.22
   07    026     70.97
   07    027     67.87
   07    028     85.48
   07    029     86.78
   07    030     83.70
   08    031     80.21
   08    032    106.83
   08    033     98.60
   08    034     81.98
   08    035    108.85
   08    036     99.62
   08    037     85.64
   08    038    114.72
   08    039    104.88
   08    040     86.52
   08    041    114.21
   08    042    105.35
   09    043     92.25
   09    044    121.44
   09    045    112.48
   09    046     95.34
   09    047    123.78
   09    048    115.78
   09    049     94.02
   09    050    123.80
   09    051    114.37
   09    052     88.48
   09    053    115.16
   09    054    107.91
   10    055     91.48
   10    056    120.80
   10    057    116.66
